                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     97,                0.67803,                0.40417,                0.92413,                0.94322,                0.89569,                0.94648,                0.77582,                0.54253,                0.32108,                0.88271,                0.00373,                0.00373,                0.00373
                     98,                0.67871,                0.40109,                0.92506,                0.94278,                0.89504,                0.94755,                0.77716,                0.54042,                0.31976,                0.88161,               0.003664,               0.003664,               0.003664
                     99,                0.67056,                0.39855,                 0.9226,                 0.9538,                0.88858,                0.94725,                0.77915,                0.53873,                0.31902,                0.88078,               0.003598,               0.003598,               0.003598
                    100,                0.67316,                0.40134,                0.92393,                0.95252,                0.88868,                0.94679,                0.77903,                0.53702,                0.31833,                0.88028,               0.003532,               0.003532,               0.003532
                    101,                0.67089,                0.39913,                0.92021,                0.95198,                0.89125,                0.94773,                 0.7806,                0.53541,                0.31733,                0.87956,               0.003466,               0.003466,               0.003466
                    102,                0.66631,                0.39708,                 0.9194,                0.94982,                0.89327,                0.94732,                0.78102,                0.53309,                0.31605,                0.87867,                 0.0034,                 0.0034,                 0.0034
                    103,                0.66278,                0.39376,                0.91797,                0.94991,                0.89421,                0.94773,                0.78153,                 0.5322,                0.31517,                0.87802,               0.003334,               0.003334,               0.003334
                    104,                0.66471,                0.39507,                0.91975,                0.95467,                0.89113,                0.94895,                0.78427,                0.53061,                0.31403,                0.87737,               0.003268,               0.003268,               0.003268
                    105,                0.65888,                0.39054,                0.91764,                0.95604,                0.89287,                0.94979,                0.78498,                0.52911,                0.31348,                0.87677,               0.003202,               0.003202,               0.003202
                    106,                0.65929,                0.39344,                0.91774,                0.95331,                0.89502,                 0.9497,                0.78538,                0.52727,                0.31223,                0.87608,               0.003136,               0.003136,               0.003136
                    107,                0.65649,                0.38743,                0.91519,                0.95224,                0.89467,                 0.9499,                0.78661,                0.52601,                0.31133,                0.87564,                0.00307,                0.00307,                0.00307
                    108,                0.65302,                0.38648,                0.91199,                0.95189,                0.89638,                0.94951,                0.78687,                0.52463,                0.31041,                0.87495,               0.003004,               0.003004,               0.003004
                    109,                0.65072,                0.38498,                0.91231,                0.95343,                0.89616,                0.95055,                0.78928,                0.52304,                0.30952,                0.87424,               0.002938,               0.002938,               0.002938
                    110,                0.65227,                0.38625,                0.91288,                0.95616,                0.89346,                0.95024,                0.78934,                 0.5213,                 0.3088,                0.87363,               0.002872,               0.002872,               0.002872
                    111,                0.64555,                0.38216,                0.91007,                 0.9547,                0.89568,                0.95034,                0.79039,                0.51982,                0.30791,                0.87312,               0.002806,               0.002806,               0.002806
                    112,                0.64589,                0.38384,                0.90979,                0.95739,                0.89376,                0.95033,                0.79129,                0.51853,                0.30733,                0.87248,                0.00274,                0.00274,                0.00274
                    113,                0.64356,                0.38165,                0.91015,                 0.9562,                0.89347,                0.95008,                0.79174,                0.51706,                0.30645,                0.87192,               0.002674,               0.002674,               0.002674
                    114,                0.64187,                0.38105,                0.90861,                0.95534,                0.89736,                0.95117,                0.79247,                0.51566,                0.30541,                0.87136,               0.002608,               0.002608,               0.002608
                    115,                0.63962,                0.37955,                0.90935,                0.95773,                0.89637,                0.95205,                0.79377,                0.51442,                0.30463,                0.87093,               0.002542,               0.002542,               0.002542
                    116,                0.63551,                0.37729,                 0.9079,                0.95862,                0.89724,                0.95272,                0.79511,                 0.5133,                0.30392,                0.87043,               0.002476,               0.002476,               0.002476
                    117,                0.63197,                0.37475,                0.90349,                 0.9588,                0.89541,                0.95237,                0.79548,                0.51197,                0.30335,                0.86979,                0.00241,                0.00241,                0.00241
                    118,                0.62928,                0.37361,                0.90382,                0.95898,                0.89486,                0.95211,                0.79697,                0.51088,                0.30243,                0.86933,               0.002344,               0.002344,               0.002344
                    119,                0.62427,                0.37009,                0.90257,                0.95995,                0.89613,                0.95237,                0.79707,                0.50969,                0.30193,                0.86886,               0.002278,               0.002278,               0.002278
                    120,                0.62531,                0.37152,                0.90405,                0.96197,                0.89591,                0.95236,                0.79747,                 0.5084,                0.30133,                0.86839,               0.002212,               0.002212,               0.002212
                    121,                0.62443,                0.36993,                0.90368,                0.96012,                0.89897,                0.95284,                0.79774,                0.50713,                0.30063,                0.86798,               0.002146,               0.002146,               0.002146
                    122,                 0.6235,                0.36815,                0.89984,                0.96029,                0.89876,                0.95294,                0.79832,                0.50617,                0.30008,                0.86756,                0.00208,                0.00208,                0.00208
                    123,                0.62121,                0.36769,                0.89996,                0.96279,                0.89834,                0.95343,                0.79849,                 0.5051,                0.29938,                0.86713,               0.002014,               0.002014,               0.002014
                    124,                0.61716,                0.36617,                0.90143,                0.96241,                0.89749,                 0.9535,                0.79865,                0.50402,                0.29892,                0.86669,               0.001948,               0.001948,               0.001948
                    125,                0.61291,                0.36379,                0.89718,                0.96168,                0.89818,                0.95339,                0.79991,                0.50282,                0.29828,                0.86618,               0.001882,               0.001882,               0.001882
                    126,                0.61084,                0.36235,                0.89649,                0.96538,                0.89705,                 0.9536,                0.80075,                0.50174,                0.29771,                0.86576,               0.001816,               0.001816,               0.001816
                    127,                 0.6114,                0.36257,                0.89593,                 0.9664,                0.89722,                  0.954,                0.80088,                0.50085,                0.29736,                 0.8654,                0.00175,                0.00175,                0.00175
                    128,                0.60982,                0.36203,                0.89549,                0.96592,                0.89772,                0.95418,                0.80144,                0.49998,                0.29679,                0.86504,               0.001684,               0.001684,               0.001684
                    129,                0.60613,                0.35964,                0.89685,                0.96642,                 0.8974,                0.95452,                0.80228,                0.49914,                0.29627,                 0.8647,               0.001618,               0.001618,               0.001618
                    130,                 0.6077,                0.35962,                0.89473,                0.96714,                0.89732,                0.95466,                0.80305,                0.49818,                0.29573,                0.86432,               0.001552,               0.001552,               0.001552
                    131,                0.60344,                0.35773,                0.89333,                0.96339,                0.89881,                 0.9548,                0.80385,                0.49734,                 0.2953,                0.86402,               0.001486,               0.001486,               0.001486
                    132,                0.60084,                0.35712,                0.89311,                0.96619,                0.89744,                0.95497,                0.80395,                0.49656,                 0.2948,                0.86374,                0.00142,                0.00142,                0.00142
                    133,                0.59597,                 0.3539,                0.89172,                0.96628,                0.89726,                0.95534,                0.80428,                0.49577,                0.29448,                0.86343,               0.001354,               0.001354,               0.001354
                    134,                0.59726,                0.35237,                0.89009,                0.96558,                0.89834,                0.95551,                0.80502,                0.49505,                0.29415,                0.86312,               0.001288,               0.001288,               0.001288
                    135,                0.59173,                0.35068,                0.88924,                0.96543,                0.89906,                0.95595,                0.80558,                0.49441,                0.29388,                0.86282,               0.001222,               0.001222,               0.001222
                    136,                0.59167,                0.35171,                0.88957,                0.96509,                0.89943,                0.95614,                 0.8059,                0.49369,                0.29342,                 0.8626,               0.001156,               0.001156,               0.001156
                    137,                0.58957,                0.35072,                0.88727,                 0.9643,                0.90075,                0.95635,                0.80642,                0.49296,                0.29307,                0.86227,                0.00109,                0.00109,                0.00109
                    138,                0.59164,                0.35078,                  0.887,                 0.9646,                0.90063,                0.95647,                0.80684,                0.49231,                0.29269,                0.86198,               0.001024,               0.001024,               0.001024
                    139,                0.58879,                0.34997,                0.88801,                0.96496,                0.90124,                0.95651,                0.80722,                0.49167,                0.29235,                0.86171,               0.000958,               0.000958,               0.000958
